EnrollmentNo,sub1,sub2,sub3,sub4,sub5
E4468,78,78,67,54,76
E5148,87,52,79,96,67
E7101,47,65,80,70,72
E3355,73,56,82,49,57
E8668,77,95,46,94,73
E2533,45,68,44,64,67
E9452,94,69,93,88,44
E1367,63,91,98,83,52
E4271,47,50,85,40,74
E4501,73,53,51,98,44
E4111,50,45,90,42,50
E7792,42,73,77,42,94
E2560,40,60,90,94,60
E5217,81,79,70,93,88
E4232,76,88,93,57,83
E0194,64,56,46,80,78
E3828,56,58,53,78,87
E9120,45,92,61,82,66
E3042,79,81,80,76,40
E8395,47,73,65,87,72
E7877,59,53,96,41,96
E7213,68,95,80,47,82
E5260,90,50,42,60,82
E2733,95,71,54,61,68
E8885,97,81,65,76,99
E2822,87,85,83,80,91
E7986,93,63,86,77,76
E8301,54,78,68,75,48
E4866,43,62,74,86,87
E7241,73,52,79,40,83
E1679,59,65,87,50,53
E3843,47,72,62,62,76
E1906,72,99,64,99,94
E2604,40,41,67,66,96
E2566,99,99,43,52,97
E7265,47,85,80,100,45
E5788,86,76,83,43,94
E7494,72,88,74,66,59
E5853,97,98,100,72,86
E6520,48,63,63,92,56
E8961,81,51,47,60,49
E4341,66,63,97,95,75
E7006,98,85,99,63,85
E2677,71,69,81,44,42
E4681,43,97,57,93,51
E8745,95,61,50,40,61
E4457,76,94,47,58,97
E2126,63,57,89,85,80
E4019,43,94,59,46,91
E0749,41,98,74,73,45
E2895,74,55,91,70,82
E1344,59,89,89,43,70
E3377,45,78,47,74,87
E6982,47,50,63,76,40
E6525,56,72,61,55,53
E1244,100,57,86,98,64
E2151,58,68,57,85,51
E4884,58,91,70,55,98
E7334,46,45,83,63,75
E1033,83,44,98,94,85
E7453,97,41,88,46,54
E6802,90,64,81,94,68
E5699,64,73,51,78,97
E2732,62,82,96,60,60
E3149,93,97,57,77,82
E4150,42,88,100,100,71
E0173,95,93,51,90,69
E3998,92,78,87,88,83
E9212,63,61,85,56,43
E4355,55,71,43,94,47
E0587,77,91,54,95,92
E4810,40,62,49,100,99
E8466,86,71,62,88,76
E4312,43,55,67,92,45
E6432,49,81,78,93,52
E1199,68,81,82,81,67
E6615,88,95,55,58,42
E5396,76,42,59,40,77
E2948,79,83,84,84,57
E9791,49,88,74,64,100
E0344,78,70,46,63,74
E1338,96,90,93,51,75
E7734,45,40,67,44,95
E7093,77,67,63,54,43
E1420,75,44,52,45,99
E3148,42,52,43,48,79
E5131,44,88,87,75,47
E7756,54,98,78,46,88
E1347,86,69,69,75,71
E9135,86,68,81,95,68
E5928,78,81,79,81,46
E4045,74,73,69,77,68
E8726,54,61,84,94,96
E1848,79,65,41,86,95
E3794,77,65,46,42,87
E6698,67,72,80,68,57
E8631,82,69,79,65,72
E2366,95,78,93,99,82
E6457,50,65,77,48,42
E4580,68,98,66,45,77
E5797,57,43,61,45,70
E1952,89,45,75,63,86
E4687,54,98,49,100,63
E3097,79,75,82,44,84
E2555,84,96,74,83,42
E3745,93,63,80,61,63
E3718,81,55,67,42,60
E0961,63,81,44,93,55
E6509,81,98,95,70,53
E1107,78,72,95,99,89
E9707,68,74,58,69,62
E6108,95,54,59,98,46
E2416,73,62,85,62,93
E5005,95,50,61,82,63
E1425,80,98,43,43,62
E7841,80,55,48,95,58
E3127,57,68,49,41,51
E4599,42,93,87,87,67
E2556,54,51,89,74,60
E8469,56,59,48,70,98
E4856,92,74,63,50,69
E6135,92,83,64,49,54
E7339,50,71,73,56,57
E0893,72,52,86,87,45
E2775,63,47,70,55,98
E5213,75,55,45,64,82
E1816,46,66,60,88,82
E2158,100,81,58,96,69
E5839,50,51,87,81,97
E6398,40,72,95,54,87
E1546,48,55,67,94,91
E4737,61,82,89,78,99
E0272,72,82,68,57,87
E8547,74,98,78,67,62
E9674,66,68,88,90,97
E9472,54,96,94,86,81
E1312,97,76,96,55,46
E9279,94,42,74,88,53
E7551,47,69,84,76,78
E3762,69,50,50,45,76
E3218,90,52,62,82,99
E4860,52,84,97,56,92
E4980,76,93,81,42,46
E8328,76,59,41,63,58
E7813,57,62,72,73,88
E8523,47,51,79,79,72
E3897,91,74,40,93,69
E6641,79,70,92,76,44
E4056,52,96,98,85,68
E9014,93,50,91,99,46
E0318,80,45,86,56,43
E5024,51,89,71,93,84
E0391,96,64,52,86,55
E4143,100,55,74,100,88
E6809,49,46,51,100,54
E5068,81,50,65,52,88
E4258,98,66,56,67,49
E9713,53,57,72,69,85
E2205,48,58,54,44,80
E6292,48,94,62,42,40
E7408,85,44,79,56,40
E4778,71,62,89,59,54
E1075,41,91,59,54,50
E3039,49,86,71,65,97
E8487,79,92,55,81,52
E8928,73,89,47,77,68
E4535,82,47,77,63,40
E4027,70,88,88,64,96
E0811,78,87,84,78,70
E6842,84,70,85,73,48
E0532,98,90,71,41,43
E4614,80,67,79,53,65
E5864,86,57,43,68,52
E1990,65,44,73,88,69
E0299,90,45,83,89,67
E7441,56,93,41,70,46
E2062,71,53,40,77,94
E2156,85,57,97,79,71
E3276,79,58,77,81,84
E3395,70,40,58,72,66
E1389,44,50,42,60,98
E5854,63,48,76,99,95
E1541,70,75,55,85,94
E5268,89,59,45,66,57
E7638,69,49,79,51,100
E9585,72,78,88,40,53
E7711,92,40,77,88,70
E4081,81,98,54,99,99
E1095,77,60,41,88,98
E9493,99,56,67,52,55
E3644,79,98,53,79,72
E0551,67,55,64,71,73
E1131,84,92,79,79,85
E8307,41,60,96,57,67
E6830,49,68,100,64,69
E8307,83,49,71,52,98
E5151,43,80,72,94,97
E5003,99,89,87,68,75
E3056,43,87,52,99,41
E7349,45,84,41,64,48
E0552,57,48,57,41,74
E8186,89,90,72,87,65
E8124,57,94,82,81,83
E7887,73,51,100,72,59
E1887,85,52,47,84,66
E1241,97,50,100,75,91
E2502,42,59,74,83,86
E3119,42,92,43,74,91
E0256,76,48,70,89,94
E2342,98,89,63,58,56
E4077,67,99,79,98,77
E0998,40,87,65,55,81
E9337,65,79,46,53,54
E0068,58,79,79,93,83
E7141,59,75,96,69,100
E6113,63,47,49,40,96
E5493,50,49,96,62,98
E2985,43,72,76,80,88
E6454,80,72,54,41,67
E8837,69,84,45,90,43
E5637,93,97,53,43,48
E8707,47,42,82,83,77
E2063,77,47,53,70,77
E0402,62,54,58,74,95
E6112,66,77,97,51,84
E2436,56,85,76,73,91
E0986,59,73,57,69,41
E1946,54,90,72,81,41
E3037,75,90,64,61,46
E0958,64,87,51,92,89
E8372,45,97,69,47,47
E0810,86,78,69,44,88
E0206,71,83,72,96,80
E6222,100,48,74,97,79
E0194,59,93,46,64,41
E9743,45,74,69,96,98
E8754,42,92,51,40,54
E5411,60,87,49,79,56
E6782,56,69,71,91,53
E7284,83,88,100,77,98
E0948,44,98,40,68,88
E7420,54,69,68,93,69
E9608,72,50,95,77,75
E7362,65,79,99,55,80
E1907,73,86,69,96,57
E8561,87,56,72,53,57
E1326,95,93,49,40,81
E7418,94,84,41,86,40
E9040,100,90,100,87,58
E2152,55,99,98,45,89
E9868,87,63,42,75,89
E6539,47,100,62,46,88
E6363,60,54,74,72,44
E8084,41,41,44,52,84
E7723,65,58,70,49,51
E8393,95,99,84,89,87
E0689,47,46,67,80,61
E4638,40,82,79,82,64
E7880,58,82,76,72,47
E7685,80,52,77,62,64
E2342,97,85,97,54,72
E0380,89,40,55,46,75
E3598,68,73,79,60,83
E3195,46,49,88,58,65
E5089,55,80,64,77,94
E1866,62,67,75,43,67
E3241,96,83,91,64,67
E7022,71,81,78,59,87
E7007,60,64,49,76,49
E7852,63,85,55,100,72
E4700,68,67,70,40,57
E1159,89,44,83,78,66
E1813,52,87,79,63,64
E9655,64,86,53,71,98
E2978,52,63,96,42,100
E9215,53,97,74,86,68
E7550,69,54,87,91,67
E9790,70,51,93,42,57
E8064,73,71,58,51,94
E0946,42,71,52,95,42
E2792,49,64,57,87,85
E7203,93,84,72,96,46
E0952,49,93,88,97,46
E1194,45,42,77,82,60
E8442,82,49,91,79,82
E9315,70,92,98,91,68
E2827,81,84,84,88,100
E8467,49,81,99,68,71
E3078,100,62,74,51,97
E2944,91,100,50,47,81
E5220,69,73,98,61,41
E8347,49,94,60,51,82
E3790,67,61,99,92,80
E9519,60,73,63,82,63
E1471,55,59,82,73,79
E5568,82,59,56,40,79
E2249,98,61,50,77,96
E2633,60,46,46,90,88
E7979,82,74,71,96,83
E9069,45,83,69,61,73
E4685,49,66,67,86,64
E4642,59,58,90,69,70
E4549,64,50,74,84,66
E4916,77,48,79,42,90
E9216,74,69,76,96,51
E4525,100,99,49,47,43
E5686,59,50,50,98,70
E8563,97,69,50,61,53
E6258,87,63,91,81,47
E0608,57,79,57,64,66
E6947,66,42,41,53,68
E5427,41,96,94,46,52
E1815,63,93,69,57,88
E2973,48,71,76,49,60
E5631,41,50,51,89,70
E8647,69,64,91,90,79
E8465,78,85,79,79,74
E4163,100,48,51,83,45
E5151,73,86,99,91,71
E0797,80,86,94,89,64
E9871,66,72,61,72,56
E8924,58,47,79,96,49
E5136,55,87,82,77,43
E5954,55,59,55,92,90
E3303,64,96,89,55,79
E8649,73,47,76,86,61
E1167,42,91,92,94,80
E4133,71,48,77,53,90
E9421,44,100,44,76,50
E0032,99,43,62,70,69
E7991,88,94,87,68,41
E6412,83,89,43,48,58
E9175,88,70,41,47,41
E8850,78,77,69,94,78
E9057,87,60,43,57,99
E1704,49,56,99,80,51
E2317,64,76,50,92,100
E0919,95,79,81,85,88
E9933,58,55,97,78,64
E3837,65,93,88,100,99
E9834,96,99,88,47,44
E0243,87,96,99,46,94
E7534,50,74,45,58,73
E0653,60,60,48,64,84
E3454,81,90,54,43,45
E6294,89,92,81,97,57
E7676,75,85,74,69,41
E1806,74,48,85,98,76
E7641,87,72,96,53,97
E7745,66,75,57,89,77
E8198,94,55,72,75,80
E3621,77,61,48,55,58
E9594,90,43,100,40,78
E8830,44,68,68,73,51
E0442,48,58,47,63,77
E2985,57,43,40,74,43
E1187,97,94,71,52,40
E0231,73,72,54,51,98
E9493,93,55,45,61,64
E5323,91,98,93,71,44
E3090,50,71,82,58,92
E9925,85,79,54,60,79
E6067,83,61,52,49,89
E9637,40,87,71,59,98
E4798,86,78,68,81,87
E8655,100,88,95,78,94
E5235,42,47,66,69,94
E9002,75,90,60,89,81
E1614,81,40,70,80,45
E1149,60,48,81,81,58
E4656,71,77,94,46,69
E1529,50,78,69,90,52
E1277,73,61,88,42,100
E6932,86,84,96,67,87
E1237,48,45,60,63,42
E5062,87,58,56,63,49
E8411,96,64,89,65,40
E5280,96,84,74,93,83
E0200,99,43,52,48,53
E2203,81,65,40,47,87
E1925,80,87,79,97,41
E6692,77,42,79,69,56
E8183,51,96,68,96,88
E3114,60,56,49,86,40
E2805,42,58,97,40,53
E3809,48,61,96,68,87
E7170,54,91,55,62,54
E3173,43,91,71,63,96
E2461,69,94,90,88,89
E6649,60,94,58,79,57
E6496,67,66,45,95,61
E4901,80,82,78,66,81
E3602,80,86,61,53,80
E7542,92,66,70,74,93
E1011,49,75,54,49,55
E1584,92,76,95,95,44
E6571,55,77,46,40,56
E4648,100,47,85,64,95
E0452,80,46,68,46,49
E3679,56,81,81,67,52
E2847,97,90,96,89,47
E1585,43,46,77,71,97
E4105,52,68,49,100,46
E0464,54,55,72,67,54
E6468,89,41,54,51,98
E9103,64,40,51,68,98
E1936,47,97,77,59,63
E6498,41,64,80,92,99
E9886,47,88,67,52,78
E2173,55,72,44,83,92
E6765,68,95,70,45,71
E7297,89,79,41,96,44
E5171,68,87,66,98,58
E7651,66,56,94,92,84
E2035,83,48,41,75,66
E2346,41,55,88,88,77
E7162,49,61,40,74,89
E3476,96,88,43,41,67
E4491,75,79,56,46,56
E0443,78,70,92,46,49
E4017,63,80,57,51,86
E5772,99,90,76,79,57
E6355,79,42,87,92,42
E3531,83,58,43,97,55
E5934,83,67,50,57,42
E4851,60,79,77,96,73
E3426,97,79,61,59,69
E8988,63,85,66,49,99
E6901,100,71,99,66,69
E7700,42,95,88,48,54
E5991,41,96,100,50,90
E6710,73,83,95,83,84
E0273,62,43,80,58,67
E5241,64,98,65,90,61
E6792,81,89,51,44,61
E6816,92,85,54,56,98
E5465,66,47,95,76,48
E4971,47,64,85,49,74
E2055,71,88,85,89,85
E6891,88,54,97,88,55
E4854,75,97,46,50,96
E0340,79,47,63,98,68
E4656,43,95,42,42,72
E2814,71,67,64,77,46
E4326,76,97,51,40,75
E8189,43,76,42,48,58
E2278,100,92,90,46,79
E9621,79,69,78,95,46
E2836,63,99,96,81,46
E3884,72,94,83,89,99
E2637,84,66,74,71,68
E0383,86,70,72,91,89
E2895,86,71,51,95,91
E6069,51,43,75,52,88
E8987,45,83,96,60,45
E0376,65,54,63,72,80
E8207,48,85,79,51,79
E1282,93,87,63,79,65
E1947,51,81,95,68,68
E6811,47,47,47,99,52
E4601,63,89,94,86,97
E1249,93,40,51,49,48
E9612,78,92,86,81,45
E6896,97,66,89,97,90
E3168,69,98,56,51,59
E5846,66,69,41,72,60
E4689,89,96,81,83,88
E9307,69,85,96,67,67
E0808,74,92,85,65,76
E1009,96,45,80,46,53
E6220,64,94,50,79,83
E0909,47,59,62,60,83
E5344,66,83,72,83,87
E3455,68,84,56,53,72
E2836,82,79,91,64,77
E2745,74,78,95,64,98
E3382,61,97,80,57,80
E0543,100,69,90,80,67
E6574,56,42,85,92,68
E6511,78,98,89,67,81
E2978,56,54,95,76,84
E8283,72,52,99,48,71
E3784,78,61,88,65,92
E8051,68,94,98,72,67
E3060,55,46,60,61,47
E4335,99,52,51,42,69
E1270,70,58,98,81,82
E5012,81,92,46,75,92
E0611,99,42,68,79,49
E6619,60,59,84,87,78
E6586,64,65,41,95,99
E7688,80,92,44,50,53
E6425,44,67,92,77,96
E0657,78,74,81,59,69
E1818,77,97,53,91,52
E1675,65,41,64,57,81
E6326,42,54,97,42,50
E2834,70,85,96,67,63
E5220,93,72,71,99,72
E8179,67,94,44,86,73
E6995,74,58,50,95,100
E7727,59,51,60,65,89
E6804,41,71,73,67,46
E8600,43,41,42,69,85
E8156,72,95,70,67,93
E3376,96,62,91,58,54
E1997,95,56,94,88,42
E1785,72,91,54,98,70
E4991,47,44,82,73,52
E0024,89,61,55,65,55
E8976,99,88,42,42,70
E0862,50,86,64,50,93
E4131,53,62,44,41,82
E3621,72,89,57,63,81
E7569,61,69,46,47,79
E4596,65,83,67,57,98
E3570,72,46,48,88,85
E2563,78,76,55,56,53
E2378,93,56,50,69,50
E6542,68,68,40,93,77
E5961,46,67,79,100,84
E4889,96,53,73,81,68
E5324,49,86,70,83,59
E9135,55,57,73,42,61
E7393,61,92,85,92,91
E7176,95,63,62,86,84
E9188,85,76,92,91,63
E1165,73,43,78,58,79
E0241,96,72,42,87,60
E6213,57,73,97,43,40
E7686,93,62,100,69,57
E5123,78,82,55,73,48
E6591,48,44,84,96,83
E7566,41,40,72,41,41
E8988,89,43,68,82,65
E4179,90,46,86,85,97
E2059,70,50,50,51,54
E0706,70,46,57,51,82
E4594,74,63,87,82,99
E7337,64,70,79,57,65
E1411,45,58,45,50,40
E6661,53,79,40,44,86
E2790,52,56,84,41,55
E1932,93,63,91,98,75
E5800,73,91,97,75,46
E5937,54,47,95,42,63
E9544,51,91,78,63,43
E1475,85,60,90,61,58
E1183,79,41,51,82,52
E5554,96,50,82,58,42
E9078,62,47,61,49,91
E6610,62,91,84,95,85
E6278,95,54,42,42,89
E3004,94,66,69,71,57
E1261,95,85,52,55,40
E7846,61,51,99,93,47
E1433,79,74,75,100,83
E1852,85,72,73,62,43
E9876,73,41,95,54,76
E9202,100,80,100,41,59
E6820,100,54,99,55,89
E5152,45,47,60,54,91
E8891,100,56,97,43,58
E2503,55,64,73,70,67
E1111,50,49,41,77,53
E6208,64,95,71,98,98
E6011,77,51,95,59,87
E8912,67,81,62,60,76
E4454,83,60,94,96,69
E8846,48,49,41,61,47
E3823,75,71,68,65,42
E3798,58,82,70,80,56
E1984,76,56,74,85,47
E0723,74,67,84,89,84
E7963,49,97,91,84,40
E9626,63,47,75,82,60
E4449,56,60,63,89,73
E1908,71,66,41,84,47
E0876,87,62,52,77,40
E4498,58,43,78,71,61
E4339,62,77,70,63,52
E9620,65,97,94,57,47
E4847,84,85,58,76,41
E8188,57,74,99,91,43
E6613,56,72,45,72,84
E9093,49,54,87,43,54
E4749,89,100,62,94,69
E5036,83,48,56,40,63
E2749,51,56,53,97,50
E9746,56,78,76,87,63
E0551,96,40,99,50,53
E5323,91,70,50,85,87
E3126,95,88,59,97,92
E3669,51,76,49,98,99
E9948,49,63,97,42,89
E2418,88,92,72,79,49
E0916,83,68,76,50,41
E6736,100,73,96,48,89
E6869,64,50,81,80,42
E2036,57,80,50,73,96
E5247,56,100,60,75,41
E7359,85,54,78,76,98
E2987,90,67,83,91,90
E4552,80,91,85,53,73
E4998,76,83,56,55,49
E5499,61,90,80,59,48
E8603,64,77,69,79,47
E0334,46,100,98,40,45
E2661,100,88,65,59,97
E8569,77,94,61,68,58
E4889,78,60,68,47,87
E0565,66,64,55,71,48
E6741,90,63,69,54,59
E6895,66,47,42,70,76
E0842,62,47,43,41,64
E7529,60,58,55,62,45
E9777,79,53,46,97,58
E1792,88,75,69,56,99
E2776,84,59,49,65,53
E9468,56,73,81,85,97
E8342,49,57,83,47,40
E6095,81,80,41,57,53
E7403,56,55,76,47,50
E1254,49,52,70,81,71
E7146,53,99,50,45,54
E4795,64,58,54,91,86
E4116,59,67,47,79,86
E3963,63,41,42,80,51
E5835,89,93,90,53,40
E2786,58,95,72,73,70
E3225,83,46,45,55,52
E7802,70,46,92,96,40
E7133,95,98,94,50,89
E4318,55,50,72,63,44
E3145,71,96,74,92,55
E1119,51,89,86,50,56
E6580,80,73,85,76,58
E3021,74,50,85,51,74
E0867,78,77,40,49,75
E7225,78,43,58,72,92
E3921,43,51,63,80,87
E3586,95,44,87,86,41
E2423,81,93,45,77,60
E5098,63,67,71,55,40
E9140,62,94,71,64,52
E6600,53,45,51,69,78
E3440,63,75,97,99,47
E2987,48,46,75,91,67
E8434,87,86,47,75,61
E7387,95,97,80,70,83
E7532,75,77,98,47,85
E3933,83,85,68,82,44
E2441,49,99,44,96,42
E4767,72,86,84,57,69
E8421,78,56,97,52,97
E1399,83,82,63,75,72
E6076,65,82,52,40,49
E8384,85,62,51,68,49
E1834,98,70,87,95,55
E0185,48,71,82,56,63
E1386,61,59,77,49,42
E7763,87,49,51,77,96
E2384,55,79,89,55,81
E0275,95,58,95,53,85
E5116,59,64,83,81,67
E7768,96,79,43,62,77
E1451,98,80,51,91,96
E4726,52,85,70,51,54
E2911,68,50,72,80,80
E7596,52,44,92,61,57
E8507,52,73,85,65,78
E7651,76,47,75,96,55
E9506,77,59,81,84,57
E1260,81,61,96,66,96
E1228,78,93,98,62,57
E1440,91,83,41,69,59
E4084,43,74,68,76,95
E0661,97,47,81,87,96
E4109,65,55,88,55,59
E8056,65,99,71,97,89
E4461,48,78,91,61,72
E2279,76,93,43,88,62
E8574,42,42,41,73,70
E4899,77,51,95,93,71
E8412,90,53,88,63,64
E6992,52,95,92,68,58
E7307,54,86,96,43,90
E1054,84,60,43,56,100
E8471,98,100,43,60,66
E6879,69,99,44,50,79
E3532,78,54,44,97,97
E4035,56,83,65,67,86
E7440,71,43,95,93,79
E2521,63,62,97,68,54
E1745,90,55,44,64,91
E7405,46,46,75,58,87
E4160,98,63,50,94,82
E5732,95,59,61,86,55
E9577,67,90,93,89,47
E9379,88,91,82,45,64
E4629,85,98,42,93,63
E6589,77,69,93,53,77
E4934,42,77,49,86,58
E3957,79,75,73,72,66
E3507,72,99,49,49,88
E0004,93,69,91,97,71
E9423,67,91,88,77,92
E1751,92,81,56,92,100
E5410,60,95,68,98,52
E5447,46,85,40,51,100
E3394,76,54,57,73,59
E1064,49,44,85,95,58
E6615,78,93,81,78,56
E1563,64,45,59,61,100
E2686,86,86,48,82,92
E1663,80,68,71,60,44
E1289,55,94,49,41,89
E3328,92,77,100,43,79
E7849,69,91,82,77,99
E4076,56,69,78,74,74
E1255,93,99,60,82,52
E2584,40,98,83,87,53
E7370,90,76,96,92,82
E9290,91,100,81,98,48
E2202,93,87,47,67,41
E9639,48,51,45,92,71
E9355,63,92,57,56,98
E1056,71,66,67,83,57
E2635,64,89,41,88,69
E8882,77,49,83,97,82
E6547,83,48,80,91,81
E2901,81,48,83,88,91
E5111,94,47,84,92,79
E8895,65,56,68,89,59
E7743,98,58,62,99,89
E9142,56,42,68,98,45
E4738,95,57,43,99,88
E8230,96,88,81,78,45
E7773,49,94,98,95,55
E4033,63,89,75,69,79
E2040,93,89,58,82,89
E4865,82,89,60,64,91
E0791,87,50,95,55,67
E2468,89,90,69,82,89
E0475,91,80,81,59,90
E2408,81,90,53,54,52
E2671,57,79,80,52,55
E8132,59,62,99,74,41
E4623,76,76,58,62,92
E1220,91,73,99,43,60
E1360,72,52,85,86,68
E8295,94,73,89,66,59
E5187,61,91,58,47,59
E1201,77,80,92,41,84
E3277,99,40,69,50,97
E0438,95,45,92,86,40
E5569,76,97,56,54,97
E0094,50,60,58,42,61
E4057,69,73,74,52,58
E4372,58,51,86,93,50
E0256,89,80,49,45,98
E2974,58,87,42,63,66
E7749,98,63,97,82,85
E2901,68,100,86,87,88
E2992,58,84,60,56,62
E3464,85,91,52,70,91
E4167,88,53,57,94,50
E2916,75,48,70,66,91
E1226,46,58,92,53,44
E7009,90,62,48,68,85
E3272,42,51,97,78,96
E5716,58,65,58,91,69
E6485,42,66,68,82,82
E6322,59,52,69,46,43
E5031,83,64,58,59,91
E9259,76,48,47,65,92
E7767,41,57,96,64,53
E3493,55,72,70,61,85
E7162,53,74,61,98,79
E5349,90,70,77,93,46
E0921,42,55,83,85,61
E9827,76,82,83,66,49
E4529,96,64,75,84,94
E3198,64,58,99,61,97
E0546,86,65,70,60,66
E3387,81,76,71,80,44
E3566,92,59,69,68,94
E8134,72,72,60,64,58
E8650,53,54,99,70,70
E6928,96,99,88,56,55
E0126,71,76,94,92,82
E3279,95,54,66,66,48
E2938,95,67,42,66,75
E0079,81,45,48,92,76
E3241,81,92,63,77,94
E2001,83,84,84,42,84
E4055,55,67,70,69,73
E3603,66,76,94,91,55
E2014,78,49,57,86,51
E7443,47,85,62,58,82
E2311,44,85,48,52,99
E4389,80,83,60,91,56
E2505,95,92,64,52,62
E9324,84,95,53,77,99
E7817,75,47,42,76,52
E5675,91,44,100,76,92
E7939,77,59,53,95,79
E2948,44,86,62,74,56
E2340,78,43,41,93,80
E2830,66,73,46,94,52
E2472,52,84,63,55,73
E0355,66,46,57,79,51
E6701,86,53,98,96,86
E2716,49,42,93,65,98
E0230,91,50,91,42,49
E4810,47,94,41,94,56
E9421,81,89,89,76,74
E9801,62,40,97,61,78
E0186,54,93,98,88,90
E5941,89,41,99,83,93
E6744,53,70,42,80,83
E0082,70,97,78,90,96
E1107,67,66,97,93,55
E8027,90,61,55,91,82
E0753,63,91,94,56,89
E7571,97,50,42,85,97
E1847,97,62,48,72,69
E8731,60,64,95,87,79
E9112,67,75,42,50,100
E5263,48,40,75,96,72
E6969,83,43,74,97,59
E9849,61,50,63,74,76
E2667,57,66,62,48,54
E0038,58,90,73,40,47
E8147,65,52,41,96,46
E4363,45,55,40,46,48
E5800,46,85,43,79,80
E6657,77,90,48,54,79
E4441,40,86,56,85,42
E8508,64,45,41,82,66
E4371,64,76,87,100,64
E4607,75,100,74,74,50
E7525,57,76,40,54,56
E0568,55,98,43,61,42
E6299,57,56,93,60,68
E6924,73,75,69,76,46
E7774,64,74,76,54,78
E1353,85,91,63,82,46
E1354,44,58,70,79,49
E6933,80,91,95,88,62
E3279,86,90,49,62,40
E3866,72,91,97,51,84
E4741,72,53,86,44,84
E6037,47,72,51,61,88
E1518,60,52,74,91,49
E8888,82,55,74,65,91
E6088,74,56,42,82,97
E9850,71,69,70,94,59
E7588,45,89,97,41,42
E4387,72,47,49,62,90
E6728,61,46,79,59,69
E5333,77,79,85,64,92
E8430,94,57,72,91,71
E5228,89,84,98,87,53
E0712,69,50,79,75,62
E5302,95,72,52,63,44
E3426,50,40,44,73,92
E2919,63,65,66,81,92
E6858,99,43,81,84,93
E2940,81,56,78,89,74
E5653,74,46,84,56,73
E9048,59,77,97,53,91
E3279,44,52,100,62,55
E3309,79,89,51,94,93
E0917,58,47,87,68,79
E2732,64,86,63,65,43
E2523,80,51,49,84,94
E0704,91,90,84,72,97
E6224,61,96,75,84,56
E1720,85,56,81,78,51
E9147,82,100,64,43,93
E6193,51,100,86,58,79
E6594,90,93,95,42,79
E4218,51,92,78,41,70
E2487,86,94,73,67,76
E2446,60,49,54,45,90
E1737,89,62,82,63,56
E2230,46,75,46,87,79
E1600,86,58,65,64,100
E3228,81,64,83,87,68
E4424,63,87,44,53,58
E2091,72,60,62,68,49
E9378,75,56,70,85,76
E8353,68,54,55,93,86
E8442,87,100,66,96,52
E7680,42,67,78,46,64
E7888,70,82,62,66,95
E6850,69,79,89,44,52
E9668,77,97,100,57,71
E0275,53,65,62,40,97
E7079,78,75,99,93,99
E7294,68,42,66,66,43
E9759,72,46,45,61,42
E5495,89,44,72,88,100
E5032,49,56,42,45,44
E2224,63,40,42,45,94
E3577,81,83,41,81,81
E2601,40,76,86,95,78
E6923,90,41,72,69,51
E3633,86,94,81,54,50
E0452,57,89,47,44,78
E4944,78,77,80,78,44
E0021,48,49,47,100,52
E8931,76,49,75,51,50
E4472,71,54,70,62,76
E5066,79,100,77,60,46
E1330,95,76,57,73,55
E7686,77,98,69,88,58
E4319,69,94,66,98,82
E7263,52,40,54,56,65
E1067,82,62,56,67,40
E2733,69,96,84,55,43
E8598,62,58,43,52,77
E5838,87,91,65,69,52
E8801,66,49,43,56,88
E6040,64,78,80,48,80
E6759,82,68,59,77,40
E7358,49,88,52,42,78
E3181,43,69,88,56,48
E7658,77,87,59,52,65
E8519,72,48,94,56,68
E7141,76,50,64,50,73
E0116,48,70,82,84,56
E5905,96,89,67,49,62
E6942,82,51,58,70,98
E7795,74,91,84,48,75
E4310,80,59,62,70,50
E1788,85,52,73,67,56
E4410,60,42,41,80,64
E7366,65,49,100,78,78
E6940,94,84,96,76,78
E7828,80,64,71,53,90
E9254,92,96,89,84,88
E5001,91,51,79,62,88
E8698,75,95,66,96,49
E6898,92,54,64,85,64
E2369,98,51,57,74,93
E7276,65,98,43,58,51
E6597,97,100,51,41,42
E5430,72,93,87,68,84
E8546,47,87,84,56,100
E8137,89,43,53,87,94
E6527,46,52,41,86,99
E8129,87,77,63,62,70
E5902,91,69,89,74,88
E5468,97,93,42,40,71
E7466,86,78,56,57,66
E6802,77,45,89,58,58
E9047,48,95,62,58,59
E9657,57,40,100,93,50
E5729,65,89,91,45,63
E8008,61,98,42,40,49
E7778,52,78,97,41,88
E3702,50,98,40,51,47
E8674,62,82,58,79,40
E2399,89,82,41,98,72
E4900,55,60,85,85,43
E2262,51,88,74,92,71
E1888,43,97,80,51,50
E2224,41,53,93,57,75
E1744,98,69,40,93,74
E9570,69,89,82,53,85
E7342,74,83,57,77,82
E8527,77,98,85,85,97
E1702,72,41,84,91,81
E3630,89,82,98,89,53
E6861,65,49,46,54,73
E6833,97,49,46,44,57
E0358,93,56,49,97,94
E4039,80,71,71,43,44
E5502,44,41,67,46,79
E6030,83,63,55,83,68
E8656,81,75,78,65,78
E6496,70,54,97,54,96
E0962,67,61,60,76,60
E5070,89,54,99,67,44
E9688,71,76,85,71,59
E9732,93,42,83,90,86
E4268,87,72,40,46,45
E1200,48,46,74,58,45
E8396,97,63,89,53,42
E4388,49,100,63,47,100
E9130,81,63,65,43,81
E8922,70,55,81,49,67
E3868,62,72,94,53,82
E4226,86,87,86,55,70
E6076,91,46,70,44,77
