EnrollmentNo,choice1,choice2, choice3,choice4,choice5,choice6,choice7, choice8,choice9,choice10
E9922,C9443-CSE,C5597-CH,C1470-IT,C4501-CSE,C4340-EE,C1510-CSE,C4501-IC,C1932-EE,C9763-EE,C4501-EC
E0600,C9443-IT,C1470-Civil,C5005-CH,C9435-ME,C4849-EC,C6900-CH,C9896-Auto,C7410-IC,C6978-CSE,C4449-Auto
E4276,C9712-CSE,C1570-EE,C1510-Civil,C4340-IT,C1664-CH,C9118-CSE,C4501-EC,C6879-CSE,C8895-EC,C0060-CSE
E5328,C2010-Civil,C2661-Auto,C9763-EC,C9015-EE,C4790-CSE,C6879-ME,C9015-ME,C9712-IT,C2800-EE,C2220-Auto
E9736,C1664-IC,C0871-EE,C1664-ME,C6014-CH,C2661-CH,C5597-EC,C8804-IC,C4790-Auto,C9763-EE,C7168-CH
E6992,C6900-CH,C1376-IC,C9435-Civil,C7667-Auto,C9712-EE,C2661-CSE,C9015-EC,C1376-IC,C2525-EE,C9712-EC
E7431,C5597-CH,C1376-Civil,C4501-EC,C4849-CH,C2490-EC,C4449-EE,C7933-EC,C4449-ME,C7667-CH,C2800-Auto
E7209,C4212-CH,C7330-CSE,C7168-Auto,C9443-IC,C2310-IT,C5668-CH,C8132-ME,C9435-IC,C2525-IT,C7410-EE
E7453,C0060-Auto,C8911-EE,C4790-ME,C4826-CSE,C7510-ME,C9712-CH,C4849-Auto,C7330-IC,C5111-CH,C9118-ME
E1425,C6978-IT,C6014-IT,C2310-EE,C4212-CH,C7168-IT,C1664-IC,C2661-CH,C2525-IC,C5668-Civil,C0060-IC
E6792,C2490-EC,C8804-Auto,C1664-CH,C1510-Civil,C2525-IT,C6968-IC,C5597-Auto,C9015-EE,C0871-IT,C2220-Civil
E9544,C7168-Auto,C6014-Auto,C4340-EE,C5111-Auto,C7667-Civil,C4826-ME,C7933-ME,C7510-Civil,C6978-CSE,C7510-EE
E4057,C4501-CSE,C4790-IT,C7330-EC,C7510-EE,C0871-EE,C7410-CSE,C2800-Civil,C5005-CSE,C4501-ME,C9435-IT
E0921,C9015-CSE,C5111-EC,C2661-Auto,C0871-EC,C1664-CH,C7667-Civil,C2220-Auto,C8804-IT,C4826-Civil,C9118-EE
E8134,C2310-IC,C4790-ME,C5597-ME,C0871-CH,C6200-IC,C2525-IC,C1376-Civil,C2310-IC,C6900-Auto,C5005-EC
E1518,C8911-ME,C8804-CH,C7410-IC,C9896-Civil,C2010-EE,C4206-EC,C4790-CH,C2661-CH,C9015-EE,C2525-CSE
E5302,C4449-Auto,C8911-CH,C9118-Civil,C7667-CSE,C7410-EE,C7667-Auto,C7168-EC,C4340-IC,C2525-EC,C4212-CSE
E6759,C9443-EE,C4449-IC,C5111-CSE,C9015-CH,C4849-CH,C7410-IC,C4340-CH,C8911-EE,C7510-EC,C4501-ME
E9997,C2010-IT,C9435-IC,C7510-EE,C5597-Civil,C4826-CH,C2800-CH,C8911-EC,C0060-Civil,C7330-IC,C6200-EE
E1616,C1510-IT,C0871-Civil,C5111-ME,C5111-ME,C9896-EC,C9435-IC,C4449-Civil,C4849-EE,C0060-Auto,C1470-IC
E7754,C7410-Civil,C1570-EE,C4826-CSE,C9118-EC,C6900-IT,C7330-CSE,C9435-IC,C6879-Auto,C8132-CSE,C1510-ME
E6717,C1932-Civil,C5668-ME,C6968-Auto,C6200-Auto,C4340-EC,C6978-CH,C6014-EC,C2220-IC,C5005-ME,C2490-Civil
E5441,C6014-ME,C4501-EC,C4790-EC,C1570-ME,C2220-EC,C8804-Auto,C1570-CH,C8895-IC,C4206-Auto,C5668-Auto
E3902,C4849-Civil,C9896-Auto,C1510-CSE,C8895-IC,C7933-IC,C4449-IC,C2010-EC,C2310-EE,C9763-CH,C6200-IC
E5339,C9118-ME,C2010-EE,C2010-EE,C4826-ME,C6879-Auto,C2800-ME,C8895-EC,C2661-EC,C8911-IT,C4790-CH
E5103,C6978-Civil,C2800-EE,C5668-CH,C5005-EC,C5005-Civil,C4212-Civil,C5005-Auto,C7510-IC,C7330-IC,C6014-CH
E6036,C1470-Civil,C2010-CSE,C9763-Civil,C1510-IC,C6200-EC,C6879-ME,C4449-IC,C2800-IC,C4340-EE,C7330-Civil
E3378,C4826-EE,C7330-Civil,C9118-IC,C4501-Auto,C0060-EC,C1570-CSE,C5005-CH,C2490-CSE,C9015-Auto,C2220-CH
E8600,C6968-Auto,C7667-IC,C1932-EE,C4849-ME,C1932-ME,C4849-ME,C7510-IT,C1932-ME,C1510-CH,C2310-Civil
E8653,C2800-IT,C1470-Civil,C6978-Civil,C2661-Civil,C1932-IC,C2800-IC,C2490-EC,C7410-EE,C2490-CH,C4826-Civil
E4303,C2661-IC,C9435-CSE,C5005-EE,C9443-Auto,C2525-EE,C4206-IT,C1376-CSE,C0871-ME,C9435-CH,C2220-IT
E2986,C6014-CH,C4849-CH,C9763-Civil,C1932-Auto,C6014-Civil,C2220-IT,C2525-EC,C4501-CH,C7330-CSE,C4206-Auto
E4028,C2310-ME,C2010-CSE,C1376-ME,C2525-Auto,C8911-EE,C7168-ME,C7667-EC,C4501-CH,C2800-Auto,C5111-Auto
E0074,C0060-Civil,C9712-Civil,C5005-CSE,C2661-CSE,C7933-CSE,C6968-EC,C1932-CH,C0060-EC,C7330-Auto,C2010-ME
E0777,C4501-ME,C6978-EE,C6200-Auto,C5005-EE,C6200-ME,C7168-ME,C6978-CSE,C7410-IC,C2525-ME,C2800-CSE
E1859,C4212-Civil,C6014-EE,C7168-CSE,C2661-CH,C4501-Auto,C7510-CH,C2800-ME,C4501-Auto,C9118-Auto,C6978-CSE
E0059,C6879-EC,C7510-CH,C6879-CH,C0871-IT,C4340-IC,C8911-IT,C4206-EE,C9443-EE,C2661-Auto,C9896-IC
E3761,C6879-CH,C6879-IC,C1570-CH,C2220-CH,C4501-EC,C4212-EC,C1510-ME,C6200-ME,C4501-Auto,C8895-IT
E1553,C1570-ME,C1510-ME,C2800-EE,C4849-CSE,C4849-EE,C6200-Auto,C5668-EE,C9763-CH,C1470-Auto,C2010-CH
E1461,C9435-IT,C2661-IC,C5005-CSE,C5005-EC,C2490-CSE,C8804-EE,C6200-IT,C1510-IC,C2490-IC,C4790-ME
E5614,C7933-Civil,C6879-Civil,C1510-Civil,C5005-EC,C2661-CH,C2220-CSE,C2800-Civil,C4790-ME,C8804-IC,C2310-CSE
E8561,C2525-EC,C1664-Auto,C6968-EC,C5668-IC,C4449-IT,C7168-IT,C6014-Auto,C8804-CH,C9443-IC,C4501-CSE
E2814,C1570-Auto,C2220-IC,C9763-IC,C7667-Auto,C8895-ME,C7933-EC,C6968-IC,C4501-Civil,C2490-ME,C5111-Civil
E0024,C4826-EE,C6968-CSE,C4340-Auto,C5597-CSE,C4340-EE,C4501-IT,C6200-IC,C8804-ME,C5005-CH,C1376-Auto
E6216,C6968-Civil,C0060-Auto,C4849-Civil,C9896-IT,C2310-Civil,C1470-Auto,C7330-ME,C8895-EC,C9896-ME,C9763-ME
E9463,C6014-IC,C2220-EE,C2525-ME,C2661-EE,C1570-CH,C7510-IT,C4340-Auto,C7168-EC,C4340-EC,C6200-IT
E0714,C0060-EE,C2220-IT,C1510-CH,C8132-EC,C4849-Auto,C5005-EE,C9712-CSE,C2661-IC,C5111-CSE,C6978-CH
E6612,C7933-Auto,C1510-IC,C4849-Auto,C4501-EC,C2010-Civil,C7168-ME,C1376-Auto,C9443-ME,C5597-CSE,C1570-EE
E6880,C4501-CH,C6900-ME,C5597-Civil,C0060-CSE,C2010-EC,C1510-EE,C4449-IC,C2525-ME,C6968-CH,C2310-IC
E8689,C9896-ME,C2525-EE,C1664-Civil,C8804-CH,C4449-Civil,C1664-Auto,C2490-CSE,C2010-EC,C1376-EE,C4449-CSE
E6045,C4206-Auto,C9443-IT,C2310-ME,C4206-IC,C7330-EE,C9443-EC,C6978-ME,C0060-Auto,C7667-ME,C1664-Auto
E1139,C4449-IT,C9896-CH,C6879-IC,C9435-ME,C1376-CH,C9118-IC,C5597-CSE,C9118-CH,C8132-IC,C7510-ME
E6085,C4790-CH,C5005-IT,C8132-CH,C2310-EC,C1932-Auto,C2661-IT,C9763-CSE,C0060-CSE,C5597-IT,C1510-EE
E9450,C8895-ME,C6200-CSE,C6879-IT,C0060-EC,C6014-EC,C4212-Civil,C9015-IT,C9763-Civil,C1664-ME,C1932-ME
E4994,C1932-Auto,C8911-ME,C2490-Civil,C9118-Auto,C4206-EE,C5668-Civil,C4790-IT,C4449-IT,C1510-CSE,C4206-EC
E4368,C6014-IT,C4826-EE,C6900-Civil,C2661-IC,C4790-CH,C2800-IT,C7168-ME,C4212-CH,C2310-EC,C4501-Civil
E2116,C1932-IC,C0871-CSE,C5111-IT,C7168-EC,C8804-CH,C5111-CH,C4212-EE,C8132-EE,C6879-ME,C2220-CSE
E0125,C7330-EE,C9443-IC,C2310-IC,C8911-CSE,C1570-ME,C1664-EE,C6879-IT,C8895-CSE,C9896-CH,C1570-IT
E1704,C2490-CH,C7168-Civil,C1664-CSE,C8132-CSE,C8895-IC,C2800-EE,C9712-ME,C2310-IC,C4849-EC,C4826-ME
E2038,C1470-Auto,C9712-EE,C7410-Auto,C9712-Civil,C4826-Civil,C2220-EE,C0871-EC,C4849-Auto,C1510-Auto,C9443-Auto
E8205,C9712-EC,C1470-Auto,C7933-EE,C1932-Civil,C9896-CSE,C0871-IC,C9763-EE,C2525-ME,C4449-IC,C2661-IT
E3204,C5668-Civil,C4449-ME,C1570-CH,C7168-Auto,C2310-IC,C4449-IC,C8132-CSE,C7510-IC,C6014-EE,C2490-EE
E3569,C7410-IT,C7410-Auto,C4826-Auto,C1664-Auto,C9443-ME,C4212-IT,C1932-EE,C1570-Auto,C7667-ME,C8132-IC
E9320,C2661-ME,C4206-EC,C9712-ME,C9015-EC,C9015-IT,C8911-Civil,C4212-IC,C5005-EC,C1664-EC,C6879-Civil
E3026,C0871-IT,C6014-Auto,C0060-EE,C6900-EC,C7330-ME,C8911-ME,C7510-EC,C5668-CH,C4449-EC,C4449-EC
E2123,C5668-EC,C6200-ME,C6978-Auto,C5111-ME,C6978-EE,C9712-EC,C1932-IT,C7510-ME,C4501-Civil,C6968-ME
E9978,C2220-EC,C1932-CSE,C4790-Civil,C4790-IC,C4449-Auto,C7330-Auto,C2661-Auto,C2661-IC,C6900-Civil,C1510-IC
E6265,C7168-CH,C6900-EC,C9118-IT,C7510-EC,C4849-Auto,C6200-Auto,C7667-EE,C2220-Civil,C7667-IT,C1664-IT
E7597,C4449-IT,C2220-ME,C5005-EE,C9712-EE,C8804-EE,C6900-Auto,C8911-CH,C1932-CH,C9015-ME,C7168-Civil
E4790,C2310-CSE,C2525-Civil,C1664-EE,C6978-EE,C8804-CSE,C1510-Auto,C9712-Auto,C4501-EC,C9435-IT,C4501-EC
E6029,C1932-EC,C4340-Auto,C4501-EE,C2661-Civil,C5597-EE,C5597-CH,C1470-EE,C8895-ME,C6968-IT,C4790-ME
E3320,C4449-Auto,C9896-CH,C6968-IT,C5597-Civil,C2220-Auto,C4449-Auto,C5005-IT,C6200-IT,C4206-EC,C1376-CH
E2130,C6978-Auto,C4501-ME,C6978-Auto,C2310-Civil,C8895-IC,C9435-CSE,C6879-EC,C4449-IC,C2310-EE,C0060-ME
E0194,C5668-EE,C5005-Civil,C2661-EC,C6900-Civil,C7933-Civil,C8895-ME,C9015-ME,C8132-ME,C2661-CSE,C0871-IC
E5260,C2525-CH,C8132-IC,C1664-IT,C8895-Civil,C4206-ME,C5597-EC,C2661-Civil,C5005-Civil,C4449-Civil,C2800-CH
E2063,C7933-IC,C6900-EE,C1470-Auto,C9763-IT,C1932-IT,C9443-CSE,C1664-Auto,C7510-CH,C9896-Auto,C1570-IT
E7727,C7410-Auto,C6014-Civil,C8804-Civil,C7330-IT,C5597-EC,C7933-CSE,C4849-Civil,C7330-EE,C9118-IT,C5668-EE
E4339,C4826-ME,C4206-IC,C9763-EC,C9118-IT,C9763-EE,C7410-IC,C4340-IT,C1664-EC,C2800-EE,C4340-EE
E3921,C9763-IC,C0060-ME,C4790-CH,C7168-ME,C0060-IC,C2220-Civil,C6879-EE,C0060-EC,C6879-Auto,C9896-EC
E9849,C4449-ME,C5668-IT,C1510-IT,C7410-ME,C1470-EC,C9443-ME,C7510-IT,C2661-IT,C9763-IC,C7933-IC
E6527,C1470-Civil,C8132-CH,C9443-Auto,C2661-EE,C4849-EC,C5005-ME,C8804-EC,C2220-EE,C8804-IT,C8804-CH
E0962,C7410-IC,C4790-EC,C2220-EE,C4849-Auto,C5668-ME,C8804-EE,C4340-IC,C7667-IT,C4826-Civil,C8911-IC
E8301,C7330-Civil,C1510-IC,C1932-EE,C1570-IT,C6879-EE,C1664-ME,C5111-CH,C1510-IC,C8804-IC,C1376-EE
E7422,C1664-Auto,C5005-CH,C5597-IC,C1510-CSE,C2525-EE,C4340-Auto,C6968-EC,C9443-Civil,C1470-IC,C0060-Auto
E4338,C9435-IT,C2661-EE,C6879-EE,C6968-CSE,C9763-IC,C5005-CH,C9015-EE,C1570-Auto,C2800-ME,C4849-EC
E3559,C4501-Civil,C2310-Auto,C9712-EC,C5005-Auto,C4849-EC,C6200-ME,C9712-EC,C9118-IC,C0871-EC,C8132-CSE
E5307,C1664-Auto,C6968-IT,C1932-EC,C2800-CH,C8132-EE,C4501-Auto,C0871-CSE,C1510-CSE,C4501-Auto,C7510-CSE
E0894,C0871-Civil,C4790-Civil,C1570-CSE,C4501-EC,C1932-Civil,C4790-IC,C8895-EC,C9712-ME,C8911-EE,C1510-IC
E5315,C1932-IT,C8132-ME,C9118-EE,C5597-IC,C4340-Civil,C4826-EE,C5597-IC,C8895-ME,C4790-Civil,C8804-Auto
E8651,C1932-Civil,C7933-Auto,C1510-CSE,C1510-EE,C1470-Civil,C6900-IT,C4340-IT,C9896-ME,C9015-EC,C6900-EE
E0699,C9118-EE,C5005-IC,C1664-IT,C9763-CSE,C7168-ME,C8895-CSE,C5597-IC,C9435-CH,C4212-IT,C8911-Civil
E9644,C5668-IC,C7667-EC,C2220-Auto,C1510-CH,C0060-IT,C9435-Civil,C7510-CH,C8911-Civil,C5597-Civil,C4826-Auto
E2516,C7667-Auto,C5668-CSE,C7510-ME,C1570-IT,C9015-CH,C6879-Civil,C9896-IT,C6900-CH,C4826-EC,C4449-Civil
E4327,C2490-ME,C2525-CSE,C2800-Auto,C7410-CH,C5111-IC,C7510-Civil,C8911-IC,C5111-CSE,C9763-EE,C6968-ME
E4762,C6900-IT,C2661-IT,C8804-EE,C8911-CH,C7330-IC,C4340-EC,C7330-IC,C6014-IT,C1510-CH,C2310-IT
E2915,C7667-IC,C6978-ME,C2010-IT,C2490-IC,C4826-Civil,C8132-CH,C6900-IC,C1470-Civil,C2525-Auto,C6900-ME
E2651,C2220-CSE,C9118-CH,C6900-Civil,C4849-EE,C7510-IC,C4340-EE,C6978-CH,C2800-Civil,C2661-ME,C2490-IC
E1743,C1376-Auto,C9118-ME,C6968-Civil,C5668-Auto,C9435-EE,C9118-IC,C9712-CSE,C2800-IC,C1570-Civil,C5597-ME
E6631,C0871-Civil,C4790-Auto,C1664-EE,C9015-ME,C8804-CSE,C4340-IT,C7410-IT,C1570-Auto,C5005-ME,C1470-EC
E4049,C6014-EC,C6014-IC,C9443-IT,C1510-Auto,C9712-CSE,C8895-ME,C2220-ME,C6978-Civil,C4849-Civil,C2010-IT
E5869,C5111-ME,C9443-IT,C7410-ME,C1376-EE,C6879-CH,C4826-IT,C4206-IT,C7410-ME,C8804-IC,C9435-EC
E9693,C1664-CH,C0060-Civil,C9763-EC,C5597-CH,C8895-Auto,C7667-ME,C8895-ME,C9435-Auto,C7933-Auto,C2661-EE
E4967,C2525-IC,C1664-Civil,C5668-ME,C2490-CSE,C0871-CH,C2800-IC,C5668-Auto,C2310-EE,C7667-CSE,C4449-CH
E4872,C5111-Auto,C9712-CH,C1376-IC,C7168-ME,C9896-EC,C1664-EE,C6200-EC,C8132-IC,C9443-CH,C4501-Auto
E2237,C1470-EE,C6879-IC,C1664-EC,C2010-EC,C9763-ME,C2310-IC,C5668-Auto,C6879-IC,C4790-Auto,C9015-ME
E7415,C1376-EC,C4206-Auto,C7330-EC,C2490-IC,C6900-Auto,C2010-EE,C0871-CSE,C7667-IT,C1932-EE,C5111-CSE
E0306,C9896-CH,C5597-EC,C7410-EE,C2010-EC,C2525-IC,C5597-EE,C1570-EE,C9896-EE,C5111-IT,C6968-IC
E6944,C6014-EE,C1570-EC,C1932-Auto,C2525-EC,C6200-ME,C2490-CSE,C6900-IT,C2800-ME,C9435-CSE,C4826-CH
E6368,C7510-IC,C9435-ME,C7933-IT,C9712-IT,C2220-ME,C6014-IT,C4340-IC,C1664-Auto,C2010-CSE,C4212-CH
E1907,C2490-Civil,C2010-IT,C7410-EC,C4826-CH,C7330-IT,C4849-Auto,C6879-IC,C4340-IC,C6900-IC,C9763-EE
E4343,C2220-Auto,C8804-EE,C6200-EC,C7667-IT,C2800-Civil,C9896-Auto,C2490-Auto,C1510-IC,C1664-Auto,C1664-CH
E0487,C7933-Auto,C7667-Civil,C8911-EC,C6968-Auto,C2310-CH,C4340-ME,C1932-CSE,C4449-CH,C1376-IT,C2310-Auto
E9376,C0871-EE,C4501-Auto,C7933-Civil,C8895-EE,C7330-Civil,C5111-IC,C4212-CH,C2490-IT,C5597-Auto,C4340-IC
E7466,C4826-IT,C2010-IC,C8132-EE,C6968-CSE,C4501-CH,C1664-CH,C7410-Auto,C8132-ME,C8895-Civil,C2010-EE
E9585,C2661-IT,C5005-CSE,C7168-IT,C7168-IC,C7330-IT,C7168-Civil,C8804-ME,C4206-Civil,C2310-EC,C7168-ME
E9264,C7168-IC,C1570-Civil,C4206-EC,C5668-Auto,C5005-Civil,C6978-CH,C5111-Auto,C7330-ME,C2525-Auto,C4340-CSE
E8301,C1570-IC,C1376-EE,C9118-IC,C4212-Auto,C2220-CSE,C1932-CSE,C2800-Auto,C5005-CH,C6968-CH,C8911-Civil
E0608,C6014-Civil,C6879-CH,C6014-CSE,C6978-EE,C6014-EE,C4849-CH,C2661-EE,C4501-IT,C9763-CSE,C1470-CH
E6692,C4212-Auto,C9118-CSE,C2310-IC,C6968-Civil,C5668-ME,C0871-Auto,C1376-ME,C9763-EE,C9435-IT,C7667-CH
E1254,C4212-ME,C0060-Civil,C6014-Civil,C7933-Civil,C6200-ME,C7410-CH,C7667-EC,C6200-Auto,C6978-EC,C5005-CSE
E1663,C0060-CSE,C2490-CH,C1570-EE,C6200-CSE,C2220-EE,C4826-IT,C5597-ME,C7168-IC,C6968-EC,C0871-CH
E2671,C6879-EE,C6900-CH,C6200-Civil,C4340-Civil,C7330-CSE,C6968-EE,C1664-Auto,C4206-EE,C4449-IC,C0060-CH
E0230,C9712-IT,C5111-EC,C9763-IC,C4206-IC,C0871-IT,C1932-ME,C6968-ME,C1932-IT,C6879-IC,C0060-EE
E6923,C0060-CSE,C4212-Auto,C4212-EC,C9435-CSE,C6900-ME,C6014-IC,C6968-IC,C7667-CH,C7510-Auto,C6014-IT
E5057,C2800-EE,C4212-Civil,C1510-IT,C8911-CSE,C1510-Civil,C9896-Civil,C4826-IT,C0060-IT,C9118-Civil,C8804-CH
E8738,C4501-IC,C9435-EE,C0871-EC,C4212-CH,C9435-CH,C9118-CSE,C2661-CSE,C0871-EE,C2010-IC,C9763-Civil
E1996,C9443-Civil,C4826-IT,C6200-IC,C7330-CH,C7330-ME,C2220-CH,C0871-Civil,C1510-ME,C4340-Auto,C2661-IT
E0159,C1376-Civil,C9435-EC,C4501-IT,C7510-IT,C5111-Civil,C2310-EE,C4449-EC,C1376-CH,C4212-CH,C1570-CH
E9283,C4790-EE,C5005-EE,C9118-IC,C7410-Auto,C9896-IT,C4826-EC,C4790-Auto,C8132-IT,C1664-CSE,C6879-IT
E6157,C8895-IC,C7933-CSE,C5111-Civil,C1932-EE,C2800-ME,C6900-Civil,C2490-IT,C4849-EC,C5597-EE,C6968-ME
E3993,C7410-EC,C2525-IT,C7330-Auto,C2490-EC,C4790-EC,C9015-CH,C8804-ME,C9712-EE,C1664-EE,C4826-EC
E2088,C2490-EC,C7933-EC,C9443-Civil,C4449-Auto,C8895-Auto,C0060-IC,C7410-EC,C6879-ME,C1932-IT,C9443-IC
E7958,C7410-ME,C4340-CSE,C8895-EE,C9443-CSE,C9712-ME,C6968-EE,C0060-EC,C9443-IT,C2800-Auto,C4449-IC
E4068,C9118-CSE,C0871-EE,C7168-ME,C2661-EE,C9118-EE,C4340-Civil,C1570-ME,C7510-CSE,C4790-IT,C4212-Civil
E5136,C2010-CSE,C5111-CH,C2525-IC,C9118-IT,C1470-Civil,C9763-IT,C1470-IT,C9896-IC,C7168-ME,C6014-CSE
E7898,C7933-CH,C6900-EC,C8804-CH,C2525-IT,C8895-IC,C6879-CH,C9443-ME,C6978-CH,C6879-Auto,C5005-CH
E5903,C4790-ME,C6978-Civil,C9015-CH,C4849-CH,C8132-ME,C1570-EC,C2661-Auto,C8911-Auto,C5111-IT,C6900-Civil
E2065,C6968-IC,C9712-EE,C2310-Civil,C4212-CH,C7410-CH,C2490-EC,C9443-EC,C7330-IC,C1932-CSE,C2800-IT
E0187,C4449-Civil,C4449-Civil,C9896-EC,C7330-ME,C9435-IT,C5668-ME,C8911-EE,C8911-IC,C9712-Civil,C5111-IC
E6822,C2220-IC,C4501-IT,C5597-ME,C5668-Civil,C1932-EC,C0060-IT,C1376-CH,C4849-Civil,C6014-CSE,C5005-IT
E5932,C9118-IC,C8895-ME,C7168-EC,C1376-IT,C7168-Civil,C9763-CH,C2800-IC,C6014-CSE,C8911-Auto,C4501-ME
E5508,C9118-Civil,C4790-EC,C2010-IC,C7933-Auto,C2661-EE,C8132-CSE,C9435-Civil,C5597-CH,C9435-CSE,C0871-IT
E9049,C1376-CH,C9896-IC,C7510-CH,C6200-EC,C7933-Auto,C2800-Auto,C2490-IC,C7410-EE,C9763-Auto,C9443-ME
E1154,C4212-IT,C4340-EC,C4449-CSE,C8132-Auto,C7667-EE,C6014-Civil,C7510-IC,C1664-Auto,C5111-Auto,C6014-ME
E4716,C4212-IT,C8911-CH,C5597-EE,C6879-EE,C4826-IT,C1664-Auto,C1664-Auto,C7410-IC,C9118-ME,C1664-EE
E4173,C1664-Auto,C1932-ME,C9015-IC,C7330-EE,C8911-CSE,C0871-ME,C7330-IT,C9435-IT,C1932-CH,C9435-EE
E8081,C8804-Auto,C7168-CSE,C1664-Civil,C1664-ME,C2800-EC,C2010-Civil,C9712-CSE,C5005-EC,C6879-Civil,C9443-IC
E2106,C2661-CH,C9015-ME,C4826-ME,C9443-IT,C4340-EE,C5111-IT,C8895-ME,C6978-CH,C2490-ME,C2490-ME
E3354,C4449-Auto,C9896-CH,C9435-CSE,C1510-EC,C4790-CSE,C4501-EC,C1510-ME,C7410-CSE,C7667-IC,C4206-IC
E8140,C9118-CH,C8895-CSE,C6014-CH,C4501-ME,C2661-ME,C8132-EC,C8804-IC,C7330-EC,C8895-Civil,C1376-ME
E7565,C1376-ME,C4501-Auto,C2310-Civil,C4206-IC,C7510-IC,C9712-IC,C2310-ME,C9896-IT,C1664-EC,C7933-CSE
E6520,C1664-IC,C8895-CSE,C0060-CH,C4206-EC,C4826-Civil,C4790-IT,C4849-IC,C6968-ME,C2525-CH,C1664-CH
E3056,C6879-ME,C1470-EC,C7667-ME,C4501-CH,C9763-CSE,C7330-ME,C9435-Civil,C9443-IC,C4212-IT,C9443-Auto
E6278,C4849-IC,C2490-IC,C4449-EC,C2220-CSE,C4849-ME,C0871-EE,C2800-IT,C2310-IC,C7330-Civil,C2310-CSE
E4109,C5111-CH,C9435-ME,C9015-CH,C2800-Civil,C7168-Civil,C5597-Civil,C8132-Auto,C2310-EC,C5597-IT,C9443-Civil
E5447,C9015-EE,C9015-EE,C2661-ME,C0871-CH,C5005-CH,C8895-ME,C2525-CSE,C4501-EC,C1376-EC,C0060-Civil
E2948,C7933-CSE,C6968-CH,C0871-Auto,C6968-EE,C4212-CSE,C4826-IC,C1932-EE,C5597-ME,C2490-Civil,C5668-EE
E9047,C9443-EC,C0060-IC,C2220-IC,C2525-Civil,C9015-Auto,C7667-CH,C2010-Auto,C8132-EE,C9435-Auto,C4449-CSE
E8922,C6900-EC,C0060-ME,C1664-IT,C4340-IC,C2490-IT,C0871-EE,C8895-IC,C1570-EC,C4449-Civil,C8132-ME
E1142,C6014-EC,C9015-EC,C5668-EC,C2800-CSE,C6879-CSE,C7667-CSE,C2010-IC,C0060-EE,C4826-IC,C1570-EE
E0534,C2010-CH,C1570-ME,C2010-CH,C2525-ME,C9712-Auto,C9763-IC,C2310-IC,C6968-IC,C0060-Auto,C4340-IT
E8311,C0871-EC,C6200-CH,C2661-EC,C2661-ME,C6978-EE,C9896-IT,C6014-EE,C9118-Auto,C7168-Civil,C6900-CSE
E4580,C6978-CH,C7330-Auto,C1664-IT,C4340-Civil,C7410-Civil,C2220-IC,C7330-Civil,C5111-Civil,C6968-CSE,C4501-CH
E9514,C8132-IT,C2490-CSE,C1664-IC,C7168-IT,C0060-Civil,C6978-EE,C1932-IC,C5111-EE,C4826-EE,C7667-CH
E2048,C9896-IT,C2220-ME,C5111-Auto,C6879-ME,C6978-CH,C2220-EC,C6014-Auto,C8895-Auto,C1932-IC,C9435-EE
E9150,C7667-IT,C5005-ME,C6200-Auto,C2525-Auto,C6978-Auto,C9896-EE,C4340-EE,C4206-CH,C7933-Civil,C1932-Civil
E6992,C2310-Auto,C7933-ME,C9896-ME,C2010-Civil,C4826-Civil,C6900-IT,C8804-CH,C5668-CH,C0060-IT,C8132-Auto
E2188,C5668-CH,C2220-EE,C4340-Civil,C6200-EC,C9443-CH,C9896-Auto,C6014-ME,C2800-IT,C5005-CH,C2525-ME
E4314,C4206-Civil,C7410-CSE,C4340-IT,C1510-Civil,C0060-EE,C6978-IC,C9443-CSE,C5597-CSE,C9118-IT,C1664-Auto
E9591,C8804-Civil,C0060-CH,C1570-IC,C5005-CH,C2010-IT,C4212-ME,C5668-Auto,C9015-CSE,C4340-CSE,C6968-EC
E2092,C0060-Civil,C4449-CH,C1470-IC,C6200-CSE,C5005-ME,C4449-IC,C0871-CSE,C4826-ME,C9712-ME,C8895-CH
E5448,C1376-IC,C9443-IT,C6968-ME,C4826-CH,C2661-CSE,C5668-Civil,C8132-ME,C8132-EE,C4826-ME,C9712-EC
E6543,C1932-EC,C4340-EE,C2525-IT,C2010-EC,C4212-Civil,C4849-Auto,C7168-EC,C9015-CSE,C7330-EC,C6900-CSE
E2658,C8804-CSE,C9763-Civil,C2800-EC,C2661-Civil,C4790-EC,C2661-IC,C1932-Auto,C0060-EE,C1470-CSE,C7510-Auto
E7562,C6900-IT,C4449-ME,C1470-EC,C7510-IT,C5111-IT,C0060-IT,C1664-EC,C4206-EE,C1570-Civil,C4501-IC
E4042,C5111-CH,C1932-EE,C7933-Civil,C7933-IT,C1570-IC,C4206-Civil,C6968-CSE,C9435-ME,C4340-EC,C1376-EC
E0271,C2010-Civil,C5005-CSE,C6978-EE,C7330-EC,C5005-CH,C1664-EE,C5597-ME,C5668-ME,C9118-IC,C2310-EC
E2844,C8804-Auto,C9712-Civil,C9118-CSE,C9435-EE,C2220-CH,C9712-CSE,C0060-Civil,C1470-Auto,C8911-CH,C0871-IT
E6041,C2010-CH,C9435-ME,C5668-CSE,C9015-CH,C2490-CSE,C1932-CSE,C5597-Auto,C7667-EE,C9896-IC,C2010-CH
E3722,C9435-CSE,C9443-IC,C6014-Auto,C5668-ME,C6200-IT,C7510-IC,C2010-CH,C8895-CSE,C8132-EC,C1510-ME
