EnrollmentNo,sub1,sub2,sub3,sub4,sub5,Total,Percentage
E5506,65,82,86,50,69,352,71
E9780,47,86,49,75,95,352,71
E2069,83,99,45,74,51,352,71
E3882,69,50,59,77,97,352,71
E6797,67,67,62,68,88,352,71
E9341,50,74,47,90,91,352,71
E1567,62,78,69,83,60,352,71
E6170,96,54,57,89,56,352,71
E2847,84,75,62,79,52,352,71
E2347,64,75,88,71,54,352,71
E4781,66,95,53,60,78,352,71
E8676,81,93,71,41,66,352,71
E7619,50,68,84,75,75,352,71
E0166,95,43,64,68,82,352,71
E5818,68,64,71,69,80,352,71
E6043,54,44,73,87,94,352,71
E5261,55,66,81,58,92,352,71
E2829,59,66,65,91,71,352,71
E9381,78,59,47,99,69,352,71
E6623,56,48,90,68,90,352,71
E4866,43,62,74,86,87,352,71
E6108,95,54,59,98,46,352,71
E7813,57,62,72,73,88,352,71
E9933,58,55,97,78,64,352,71
E3387,81,76,71,80,44,352,71
E1737,89,62,82,63,56,352,71
E6030,83,63,55,83,68,352,71
E2863,60,67,85,90,50,352,71
E1435,65,62,82,88,55,352,71
E7573,86,41,88,70,67,352,71
E1658,65,76,56,69,86,352,71
E3063,90,47,95,45,75,352,71
E4226,64,70,62,89,67,352,71
E4473,86,96,67,45,58,352,71
E1492,84,73,49,76,70,352,71
E4481,71,57,92,53,79,352,71
E7981,62,95,42,87,66,352,71
E9524,43,43,92,99,75,352,71
E9834,87,91,74,57,43,352,71
E2955,99,73,75,49,56,352,71
E7297,57,54,87,89,64,351,71
E2676,75,65,74,81,56,351,71
E1193,69,90,46,78,68,351,71
E8505,67,56,90,58,80,351,71
E1508,69,68,97,65,52,351,71
E0692,62,51,81,64,93,351,71
E4118,47,58,90,81,75,351,71
E4225,76,86,71,42,76,351,71
E2055,41,97,61,70,82,351,71
E4076,47,74,79,81,70,351,71
E6087,98,71,51,59,72,351,71
E4726,41,91,50,87,82,351,71
E5284,56,57,45,100,93,351,71
E8760,55,68,96,68,64,351,71
E9080,43,77,67,86,78,351,71
E1986,89,69,74,52,67,351,71
E1350,68,41,99,64,79,351,71
E1888,65,94,67,78,47,351,71
E9531,42,84,59,90,76,351,71
E5005,95,50,61,82,63,351,71
E9279,94,42,74,88,53,351,71
E5954,55,59,55,92,90,351,71
E9594,90,43,100,40,78,351,71
E7846,61,51,99,93,47,351,71
E4076,56,69,78,74,74,351,71
E2635,64,89,41,88,69,351,71
E6088,74,56,42,82,97,351,71
E1720,85,56,81,78,51,351,71
E6930,58,91,52,68,82,351,71
E8544,72,88,75,43,73,351,71
E9799,75,96,87,48,45,351,71
E0556,46,81,67,99,58,351,71
E9752,47,87,95,66,56,351,71
E9762,67,55,73,72,84,351,71
E6315,89,47,54,75,86,351,71
E1508,99,66,57,80,49,351,71
E1446,97,44,80,68,62,351,71
E0204,59,82,79,58,73,351,71
E3480,79,59,86,41,86,351,71
E3579,57,83,59,64,87,350,70
E4733,68,66,95,72,49,350,70
E5493,61,84,77,70,58,350,70
E7315,55,41,86,72,96,350,70
E1782,97,63,92,57,41,350,70
E3628,66,71,97,42,74,350,70
E0451,59,89,48,81,73,350,70
E8996,74,93,42,65,76,350,70
E4213,51,92,93,54,60,350,70
E7019,54,100,87,44,65,350,70
E5292,84,58,48,78,82,350,70
E1572,65,98,42,88,57,350,70
E5585,88,68,51,87,56,350,70
E4717,89,48,96,68,49,350,70
E5719,87,48,79,86,50,350,70
E5294,91,53,74,75,57,350,70
E4745,60,57,56,83,94,350,70
E8390,57,67,63,76,87,350,70
E3260,63,73,44,78,92,350,70
E0320,84,71,87,45,63,350,70
E1070,41,82,57,74,96,350,70
E2746,68,79,97,60,46,350,70
E4748,57,81,47,91,74,350,70
E1783,88,64,55,87,56,350,70
E1116,70,75,52,55,98,350,70
E0168,88,79,71,61,51,350,70
E3359,97,64,67,59,63,350,70
E9324,75,41,88,82,64,350,70
E6123,80,74,65,76,55,350,70
E1250,66,61,96,75,52,350,70
E1809,58,76,65,55,96,350,70
E0869,49,93,91,42,75,350,70
E8149,71,76,48,63,92,350,70
E8733,47,68,53,89,93,350,70
E7797,57,48,92,71,82,350,70
E3040,69,50,73,69,89,350,70
E1344,59,89,89,43,70,350,70
E4810,40,62,49,100,99,350,70
E6830,49,68,100,64,69,350,70
E2911,68,50,72,80,80,350,70
E4461,48,78,91,61,72,350,70
E2916,75,48,70,66,91,350,70
E6040,64,78,80,48,80,350,70
E5332,69,73,94,65,49,350,70
E4656,57,89,62,53,89,350,70
E5540,99,42,58,99,52,350,70
E7810,99,42,80,83,46,350,70
E0060,94,75,58,72,51,350,70
E7051,72,66,97,73,42,350,70
E5267,86,58,80,81,45,350,70
E0842,80,45,75,92,58,350,70
E6140,75,51,93,55,76,350,70
E2905,69,55,50,86,90,350,70
E3683,55,50,84,68,93,350,70
E2695,58,93,56,93,50,350,70
E7679,40,88,74,57,91,350,70
E2270,72,75,43,64,95,349,70
E2448,70,69,64,74,72,349,70
E6991,76,60,81,59,73,349,70
E9131,56,90,72,87,44,349,70
E1295,56,89,67,88,49,349,70
E2003,64,79,44,62,100,349,70
E4658,88,80,44,97,40,349,70
E6344,68,93,56,83,49,349,70
E2390,96,48,82,43,80,349,70
E0194,77,80,46,50,96,349,70
E8867,78,72,65,56,78,349,70
E8071,94,60,85,68,42,349,70
E8370,53,53,77,68,98,349,70
E8567,90,41,60,100,58,349,70
E8244,81,47,43,82,96,349,70
E4286,78,52,88,63,68,349,70
E0476,76,51,69,95,58,349,70
E0470,87,83,54,56,69,349,70
E9270,49,82,72,91,55,349,70
E2549,83,62,65,75,64,349,70
E3179,51,69,47,84,98,349,70
E1005,52,85,86,57,69,349,70
E8913,85,74,93,57,40,349,70
E8264,62,46,98,87,56,349,70
E2495,84,95,52,78,40,349,70
E1635,61,84,59,72,73,349,70
E1165,67,83,59,96,44,349,70
E1479,67,40,81,62,99,349,70
E3828,45,86,93,58,67,349,70
E7756,98,41,86,77,47,349,70
E2541,79,44,98,60,68,349,70
E9095,65,79,72,76,57,349,70
E0783,67,78,100,59,45,349,70
E8537,67,63,76,76,67,349,70
E8833,48,99,93,69,40,349,70
E2733,95,71,54,61,68,349,70
E6765,68,95,70,45,71,349,70
E7297,89,79,41,96,44,349,70
E2346,41,55,88,88,77,349,70
E7651,76,47,75,96,55,349,70
E3031,87,59,50,57,96,349,70
E9073,42,85,93,71,58,349,70
E1859,55,77,76,63,78,349,70
E3079,71,79,85,69,45,349,70
E8885,40,73,57,83,96,349,70
E4068,81,49,59,74,86,349,70
E5868,46,75,97,71,60,349,70
E4333,55,77,82,95,40,349,70
E8921,84,94,76,50,45,349,70
E6339,96,43,50,65,95,349,70
E8252,51,48,95,65,90,349,70
E8572,96,59,57,88,49,349,70
E5468,52,82,88,85,41,348,70
E6415,72,100,56,72,48,348,70
E0726,85,62,58,98,45,348,70
E7347,42,63,83,93,67,348,70
E9390,66,41,93,100,48,348,70
E2247,85,72,85,61,45,348,70
E5950,43,62,91,59,93,348,70
E0127,81,79,47,84,57,348,70
E8947,43,87,75,68,75,348,70
E8555,95,61,48,64,80,348,70
E1474,66,93,51,75,63,348,70
E5943,85,94,71,42,56,348,70
E7783,45,71,82,60,90,348,70
E3031,95,78,63,69,43,348,70
E2688,85,68,77,56,62,348,70
E7343,52,46,96,78,76,348,70
E4229,68,63,63,72,82,348,70
E2674,97,61,77,64,49,348,70
E2500,62,88,70,65,63,348,70
E8738,68,98,45,48,89,348,70
E5873,43,81,71,69,84,348,70
E8281,64,80,61,76,67,348,70
E4172,49,92,71,82,54,348,70
E0398,66,72,76,62,72,348,70
E2276,71,58,65,66,88,348,70
E8699,91,96,50,57,54,348,70
E5752,82,59,72,76,59,348,70
E3246,95,71,56,63,63,348,70
E7376,81,63,60,81,63,348,70
E0571,73,81,86,67,41,348,70
E4856,92,74,63,50,69,348,70
E6398,40,72,95,54,87,348,70
E7638,69,49,79,51,100,348,70
E1471,55,59,82,73,79,348,70
E0231,73,72,54,51,98,348,70
E6649,60,94,58,79,57,348,70
E1847,97,62,48,72,69,348,70
E6657,77,90,48,54,79,348,70
E1212,50,60,88,86,64,348,70
E9934,88,58,56,56,90,348,70
E2341,60,74,95,68,51,348,70
E2121,60,78,55,66,89,348,70
E5838,45,72,51,87,93,348,70
E0852,55,87,65,53,88,348,70
E4623,91,79,77,59,42,348,70
E1673,84,46,91,80,47,348,70
E3512,71,73,45,92,66,347,70
E0564,86,40,94,44,83,347,70
E0140,76,82,75,72,42,347,70
E5800,74,57,71,85,60,347,70
E1385,56,97,54,58,82,347,70
E9496,58,92,44,94,59,347,70
E7836,55,67,86,69,70,347,70
E5292,89,75,91,45,47,347,70
E7913,87,55,94,61,50,347,70
E1370,100,48,65,66,68,347,70
E9536,54,97,66,53,77,347,70
E2290,55,64,94,81,53,347,70
E6613,72,79,76,50,70,347,70
E9944,77,75,46,56,93,347,70
E7768,80,45,70,88,64,347,70
E2686,95,50,97,54,51,347,70
E0694,45,76,93,66,67,347,70
E3399,55,63,82,61,86,347,70
E5742,65,55,60,83,84,347,70
E0509,96,85,43,73,50,347,70
E5265,92,92,46,74,43,347,70
E0736,88,95,60,57,47,347,70
E9370,65,97,53,68,64,347,70
E2263,45,49,99,77,77,347,70
E4638,40,82,79,82,64,347,70
E8064,73,71,58,51,94,347,70
E5324,49,86,70,83,59,347,70
E8988,89,43,68,82,65,347,70
E0546,86,65,70,60,66,347,70
E2716,49,42,93,65,98,347,70
E2733,69,96,84,55,43,347,70
E9269,53,44,84,78,88,347,70
E9477,40,53,76,87,91,347,70
E9766,72,87,87,58,43,347,70
E1109,51,88,80,46,82,347,70
E2831,83,76,87,59,42,347,70
E9867,83,83,65,75,41,347,70
E1339,77,62,69,77,62,347,70
E6393,99,41,45,73,89,347,70
E2729,93,54,72,82,46,347,70
E6707,94,57,59,50,87,347,70
E9938,53,59,56,79,100,347,70
E6954,81,91,48,61,66,347,70
E7073,80,71,97,55,44,347,70
E5737,73,97,40,42,95,347,70
E7289,52,84,40,82,89,347,70
E8960,63,79,45,85,75,347,70
E8293,81,87,80,48,51,347,70
E9953,82,51,48,81,84,346,70
E0395,44,98,53,57,94,346,70
E5264,71,68,79,45,83,346,70
E2097,89,60,58,77,62,346,70
E1461,82,44,91,82,47,346,70
E3942,68,56,100,56,66,346,70
E2715,63,96,85,59,43,346,70
E5453,71,66,79,87,43,346,70
E6881,94,41,78,65,68,346,70
E9971,42,88,73,66,77,346,70
E8833,48,80,95,47,76,346,70
E2169,71,65,59,74,77,346,70
E6785,52,82,92,52,68,346,70
E0798,71,68,98,41,68,346,70
E6430,46,86,56,80,78,346,70
E4056,45,93,47,92,69,346,70
E8725,40,44,100,99,63,346,70
E9120,45,92,61,82,66,346,70
E4642,59,58,90,69,70,346,70
E9057,87,60,43,57,99,346,70
E2173,55,72,44,83,92,346,70
E6542,68,68,40,93,77,346,70
E8912,67,81,62,60,76,346,70
E3798,58,82,70,80,56,346,70
E8650,53,54,99,70,70,346,70
E7774,64,74,76,54,78,346,70
E5678,62,49,89,64,82,346,70
E0929,52,66,90,69,69,346,70
E3898,74,73,70,67,62,346,70
E5576,68,51,70,70,87,346,70
E8543,53,81,64,62,86,346,70
E0285,72,43,66,81,84,346,70
E7365,60,85,53,94,54,346,70
E8175,88,67,54,64,73,346,70
E1999,58,81,49,95,63,346,70
E1280,95,45,58,67,80,345,69
E7422,89,57,92,65,42,345,69
E6009,59,55,97,83,51,345,69
E5930,80,46,90,86,43,345,69
E0736,56,82,77,67,63,345,69
E8529,57,50,90,100,48,345,69
E4086,70,91,73,71,40,345,69
E1654,73,50,61,63,98,345,69
E6958,50,90,43,75,87,345,69
E7410,71,74,63,43,94,345,69
E3153,82,52,67,93,51,345,69
E7169,59,82,56,97,51,345,69
E3880,100,55,48,84,58,345,69
E6187,97,43,87,69,49,345,69
E0090,73,51,68,89,64,345,69
E9065,69,48,59,80,89,345,69
E9900,80,59,64,44,98,345,69
E6877,53,95,59,83,55,345,69
E5932,67,95,52,54,77,345,69
E2615,99,50,51,83,62,345,69
E2536,71,60,98,69,47,345,69
E1947,44,82,97,61,61,345,69
E9507,92,44,64,64,81,345,69
E7228,73,88,57,67,60,345,69
E1996,63,85,49,65,83,345,69
E5353,84,49,49,88,75,345,69
E5871,65,72,99,60,49,345,69
E3301,52,73,43,97,80,345,69
E2217,56,69,91,86,43,345,69
E7877,59,53,96,41,96,345,69
E7418,94,84,41,86,40,345,69
E1813,52,87,79,63,64,345,69
E2938,95,67,42,66,75,345,69
E9204,86,94,75,48,42,345,69
E2361,66,84,48,95,52,345,69
E6024,73,63,58,67,84,345,69
E7642,77,54,73,43,98,345,69
E2560,42,77,87,96,43,345,69
E3933,42,56,72,89,86,345,69
E4066,63,56,87,56,83,345,69
E1131,79,51,67,85,62,344,69
E2358,56,97,58,83,50,344,69
E4220,86,41,88,48,81,344,69
E0404,86,43,77,87,51,344,69
E8676,60,64,62,84,74,344,69
E7868,61,72,99,70,42,344,69
E1774,58,59,83,92,52,344,69
E2931,86,51,64,73,70,344,69
E2358,70,45,66,87,76,344,69
E0409,89,70,53,73,59,344,69
E6487,86,60,58,96,44,344,69
E1405,84,68,62,89,41,344,69
E2082,46,43,74,100,81,344,69
E7770,46,83,99,52,64,344,69
E2959,44,47,78,75,100,344,69
E1720,52,84,69,44,95,344,69
E0115,63,55,100,71,55,344,69
E0784,66,43,63,93,79,344,69
E7488,49,89,61,76,69,344,69
E0325,61,59,58,86,80,344,69
E7566,48,82,91,79,44,344,69
E2135,70,55,70,93,56,344,69
E1405,44,70,80,95,55,344,69
E2423,57,51,98,72,66,344,69
E3858,98,63,57,53,73,344,69
E1401,66,91,48,40,99,344,69
E2244,97,57,67,46,77,344,69
E3229,47,49,86,67,95,344,69
E9159,54,56,100,51,83,344,69
E2038,43,80,54,99,68,344,69
E5249,40,54,61,89,100,344,69
E3203,74,88,87,41,54,344,69
E2560,40,60,90,94,60,344,69
E8395,47,73,65,87,72,344,69
E6698,67,72,80,68,57,344,69
E4614,80,67,79,53,65,344,69
E2502,42,59,74,83,86,344,69
E5136,55,87,82,77,43,344,69
E7676,75,85,74,69,41,344,69
E4847,84,85,58,76,41,344,69
E7802,70,46,92,96,40,344,69
E2521,63,62,97,68,54,344,69
E1745,90,55,44,64,91,344,69
E1056,71,66,67,83,57,344,69
E8396,97,63,89,53,42,344,69
E5024,68,49,96,91,40,344,69
E4760,43,81,57,74,89,344,69
E7811,41,67,72,98,66,344,69
E3864,83,71,90,47,53,344,69
E6121,96,87,42,53,66,344,69
E4441,93,40,85,56,70,344,69
E6051,55,98,62,56,73,344,69
E0446,42,83,53,84,82,344,69
E1067,75,52,52,69,95,343,69
E6959,87,82,60,41,73,343,69
E1055,64,88,78,71,42,343,69
E1485,97,67,48,61,70,343,69
E6171,73,74,56,51,89,343,69
E7392,66,58,82,85,52,343,69
E3308,90,79,43,49,82,343,69
E7311,48,64,94,76,61,343,69
E1775,83,73,75,55,57,343,69
E0191,85,53,88,43,74,343,69
E2864,68,71,65,60,79,343,69
E9725,64,94,67,50,68,343,69
E6854,73,99,75,48,48,343,69
E6809,95,81,81,41,45,343,69
E3237,52,99,66,86,40,343,69
E2141,89,98,56,43,57,343,69
E0532,98,90,71,41,43,343,69
E0402,62,54,58,74,95,343,69
E6539,47,100,62,46,88,343,69
E8649,73,47,76,86,61,343,69
E0032,99,43,62,70,69,343,69
E1936,47,97,77,59,63,343,69
E6574,56,42,85,92,68,343,69
E0862,50,86,64,50,93,343,69
E7225,78,43,58,72,92,343,69
E9140,62,94,71,64,52,343,69
E1440,91,83,41,69,59,343,69
E1054,84,60,43,56,100,343,69
E3493,55,72,70,61,85,343,69
E5468,97,93,42,40,71,343,69
E7466,86,78,56,57,66,343,69
E3036,74,90,54,64,61,343,69
E3108,69,65,86,47,76,343,69
E5811,53,86,62,88,54,343,69
E7646,89,69,79,43,63,343,69
E9289,84,45,67,100,47,343,69
E1872,56,66,74,92,55,343,69
E7272,80,80,43,99,41,343,69
E7401,91,75,72,58,47,343,69
E1593,94,55,77,67,50,343,69
E2496,58,71,81,56,77,343,69
E4956,49,58,77,89,69,342,69
E1261,49,96,42,85,70,342,69
E8697,48,79,95,76,44,342,69
E2992,44,69,49,93,87,342,69
E1046,71,95,66,53,57,342,69
E3094,85,65,41,79,72,342,69
E9063,99,79,42,66,56,342,69
E6852,58,82,72,72,58,342,69
E7618,90,61,53,80,58,342,69
E6845,45,90,55,69,83,342,69
E4758,61,58,56,77,90,342,69
E5858,86,48,42,67,99,342,69
E9412,55,83,75,88,41,342,69
E4867,43,80,79,93,47,342,69
E5891,70,86,76,55,55,342,69
E4894,52,50,87,85,68,342,69
E0848,43,84,70,58,87,342,69
E6180,72,50,70,82,68,342,69
E1960,76,81,61,80,44,342,69
E7809,56,90,60,41,95,342,69
E1049,68,59,64,71,80,342,69
E9774,59,69,62,85,67,342,69
E0799,56,51,50,96,89,342,69
E7725,69,56,58,63,96,342,69
E6713,93,64,44,48,93,342,69
E0546,53,90,75,81,43,342,69
E5081,66,79,47,92,58,342,69
E8255,96,62,90,51,43,342,69
E8403,61,75,64,53,89,342,69
E6864,78,98,46,69,51,342,69
E6819,48,70,60,71,93,342,69
E4004,42,52,88,100,60,342,69
E5868,75,76,68,77,46,342,69
E1997,53,72,44,85,88,342,69
E6649,87,97,68,42,48,342,69
E6135,92,83,64,49,54,342,69
E0893,72,52,86,87,45,342,69
E1816,46,66,60,88,82,342,69
E3119,42,92,43,74,91,342,69
E2792,49,64,57,87,85,342,69
E5220,69,73,98,61,41,342,69
E6355,79,42,87,92,42,342,69
E8207,48,85,79,51,79,342,69
E8283,72,52,99,48,71,342,69
E4167,88,53,57,94,50,342,69
E0079,81,45,48,92,76,342,69
E1248,97,69,52,82,42,342,69
E5483,43,65,72,96,66,342,69
E8981,57,41,71,87,86,342,69
E8828,77,45,68,58,94,342,69
E7498,57,96,61,45,83,342,69
E1715,87,63,62,53,77,342,69
E8119,58,57,73,75,79,342,69
E0794,71,80,40,89,62,342,69
E9123,54,73,44,88,83,342,69
E4990,47,68,96,56,75,342,69
E7409,94,43,82,60,63,342,69
E5842,43,40,81,90,88,342,69
E4724,52,73,82,86,49,342,69
E6582,68,99,50,84,40,341,69
E5016,47,75,65,78,76,341,69
E0446,71,86,45,84,55,341,69
E7908,78,41,71,68,83,341,69
E9434,72,67,40,85,77,341,69
E5807,56,66,100,61,58,341,69
E7281,73,96,51,47,74,341,69
E1711,89,82,40,49,81,341,69
E0867,73,44,68,94,62,341,69
E7770,72,63,97,47,62,341,69
E4482,61,69,79,86,46,341,69
E0531,83,80,58,68,52,341,69
E2501,74,42,73,79,73,341,69
E1434,48,50,93,80,70,341,69
E3644,48,46,78,95,74,341,69
E4491,60,94,48,47,92,341,69
E4972,44,66,80,79,72,341,69
E0949,53,71,86,44,87,341,69
E1690,74,57,55,90,65,341,69
E1000,81,66,58,54,82,341,69
E2693,95,74,62,51,59,341,69
E4719,70,55,68,57,91,341,69
E4980,98,80,51,51,61,341,69
E9660,44,84,98,41,74,341,69
E0951,67,95,47,70,62,341,69
E4819,52,50,87,88,64,341,69
E5035,78,73,47,100,43,341,69
E0065,91,57,66,48,79,341,69
E2529,68,54,53,74,92,341,69
E4854,95,66,48,82,50,341,69
E4389,61,77,57,71,75,341,69
E1309,42,54,96,70,79,341,69
E5617,78,61,89,68,45,341,69
E3428,95,100,40,62,44,341,69
E9306,76,41,96,51,77,341,69
E3656,52,76,71,52,90,341,69
E6100,91,66,47,68,69,341,69
E6188,66,73,94,43,65,341,69
E2215,90,48,65,91,47,341,69
E9287,88,44,97,50,62,341,69
E0468,64,56,63,91,67,341,69
E6751,58,45,79,61,98,341,69
E5112,52,93,84,61,51,341,69
E1580,77,55,95,65,49,341,69
E4681,43,97,57,93,51,341,69
E5131,44,88,87,75,47,341,69
E9519,60,73,63,82,63,341,69
E8976,99,88,42,42,70,341,69
E4449,56,60,63,89,73,341,69
E6879,69,99,44,50,79,341,69
E5716,58,65,58,91,69,341,69
E4509,69,82,48,59,83,341,69
E6884,80,42,71,72,76,341,69
E5782,59,78,62,62,80,341,69
E0238,80,72,52,86,51,341,69
E4748,95,61,43,82,60,341,69
E4324,63,89,74,65,50,341,69
E6747,86,44,76,67,68,341,69
E9906,80,84,52,83,42,341,69
E4286,72,82,96,44,47,341,69
E1614,100,46,93,46,56,341,69
E5708,76,79,54,82,50,341,69
E4017,83,66,77,49,66,341,69
E1439,77,75,91,43,55,341,69
E1434,71,71,92,54,53,341,69
E3064,59,61,83,41,96,340,68
E5698,61,50,99,71,59,340,68
E0244,45,94,59,95,47,340,68
E7601,57,83,78,71,51,340,68
E7778,98,52,75,46,69,340,68
E2500,51,74,59,65,91,340,68
E5463,63,80,69,68,60,340,68
E4593,42,81,66,59,92,340,68
E5038,93,41,50,81,75,340,68
E7050,48,62,76,74,80,340,68
E6654,92,41,45,71,91,340,68
E3034,78,85,41,92,44,340,68
E8890,70,47,73,77,73,340,68
E1967,84,66,45,100,45,340,68
E2799,87,65,54,78,56,340,68
E4863,42,85,89,47,77,340,68
E7599,58,91,48,59,84,340,68
E4607,93,83,55,50,59,340,68
E8179,50,98,71,75,46,340,68
E7232,60,83,47,67,83,340,68
E6782,56,69,71,91,53,340,68
E9948,49,63,97,42,89,340,68
E4889,78,60,68,47,87,340,68
E6485,42,66,68,82,82,340,68
E7658,77,87,59,52,65,340,68
E0116,48,70,82,84,56,340,68
E9657,57,40,100,93,50,340,68
E7307,58,53,77,82,70,340,68
E1142,63,47,78,97,55,340,68
E1102,78,58,89,54,61,340,68
E7013,97,49,43,60,91,340,68
E5782,66,72,81,49,72,340,68
E7129,47,93,79,57,64,340,68
E1067,78,50,89,41,82,340,68
E2746,79,78,89,54,40,340,68
E8061,86,65,75,49,65,340,68
E7582,59,71,63,71,76,340,68
E3926,91,57,79,40,73,340,68
E8992,78,62,62,74,63,339,68
E4817,59,78,83,51,68,339,68
E5944,68,57,92,48,74,339,68
E3946,47,73,100,56,63,339,68
E7484,52,80,51,80,76,339,68
E8035,89,48,51,87,64,339,68
E6771,46,97,65,52,79,339,68
E5039,49,57,96,43,94,339,68
E4942,50,96,56,86,51,339,68
E3546,98,42,67,58,74,339,68
E8945,48,63,77,54,97,339,68
E2686,88,47,78,54,72,339,68
E9745,44,65,80,96,54,339,68
E9008,41,94,52,78,74,339,68
E1578,90,52,90,41,66,339,68
E7711,69,43,80,61,86,339,68
E9605,63,62,99,55,60,339,68
E0929,42,60,69,84,84,339,68
E4622,73,93,43,51,79,339,68
E1477,44,41,88,88,78,339,68
E1226,55,93,60,60,71,339,68
E9414,62,66,76,57,78,339,68
E4214,85,50,68,83,53,339,68
E3576,89,63,74,64,49,339,68
E3985,59,91,55,86,48,339,68
E1990,65,44,73,88,69,339,68
E4133,71,48,77,53,90,339,68
E1529,50,78,69,90,52,339,68
E4326,76,97,51,40,75,339,68
E3570,72,46,48,88,85,339,68
E9876,73,41,95,54,76,339,68
E6924,73,75,69,76,46,339,68
E4741,72,53,86,44,84,339,68
E0917,58,47,87,68,79,339,68
E0935,62,78,60,93,46,339,68
E5663,58,89,81,52,59,339,68
E0926,59,78,46,72,84,339,68
E2163,89,47,67,59,77,339,68
E8515,54,43,63,88,91,339,68
E2944,70,88,74,43,64,339,68
E4425,41,45,90,79,84,339,68
E0629,83,67,55,62,72,339,68
E7598,66,40,95,53,84,338,68
E9876,98,40,81,54,65,338,68
E5641,58,42,86,85,67,338,68
E5866,55,88,57,44,94,338,68
E8562,46,45,76,97,74,338,68
E3242,41,77,53,71,96,338,68
E9265,99,40,76,79,44,338,68
E1009,52,48,83,94,61,338,68
E7637,55,47,83,82,71,338,68
E9964,51,89,99,40,59,338,68
E0922,65,72,40,99,62,338,68
E4655,64,95,48,57,74,338,68
E6732,87,48,61,96,46,338,68
E4236,80,96,44,41,77,338,68
E4237,50,65,93,53,77,338,68
E7843,93,46,43,96,60,338,68
E4382,67,40,61,95,75,338,68
E4033,84,44,95,54,61,338,68
E5786,83,43,98,50,64,338,68
E7271,56,67,77,86,52,338,68
E9775,85,92,66,40,55,338,68
E1669,49,71,82,94,42,338,68
E6794,93,54,80,70,41,338,68
E4389,41,67,76,61,93,338,68
E8103,66,67,64,63,78,338,68
E0526,64,65,92,52,65,338,68
E7269,70,91,46,77,54,338,68
E0941,49,91,80,43,75,338,68
E7414,67,64,52,64,91,338,68
E6615,88,95,55,58,42,338,68
E4980,76,93,81,42,46,338,68
E1946,54,90,72,81,41,338,68
E0948,44,98,40,68,88,338,68
E4549,64,50,74,84,66,338,68
E4525,100,99,49,47,43,338,68
E1984,76,56,74,85,47,338,68
E0551,96,40,99,50,53,338,68
E5499,61,90,80,59,48,338,68
E4116,59,67,47,79,86,338,68
E4372,58,51,86,93,50,338,68
E9801,62,40,97,61,78,338,68
E8519,72,48,94,56,68,338,68
E5989,85,79,45,44,85,338,68
E1915,62,86,67,50,73,338,68
E4859,78,52,73,82,53,338,68
E8331,90,63,75,60,50,338,68
E7079,81,40,68,82,67,338,68
E9477,94,73,40,51,80,338,68
E7203,95,87,53,55,48,338,68
E0800,48,58,68,81,83,338,68
E4909,80,41,82,71,64,338,68
E4727,59,51,79,50,99,338,68
E0092,57,78,68,87,48,338,68
E8098,73,41,72,95,57,338,68
E1285,88,67,84,57,42,338,68
E4780,41,62,83,81,71,338,68
E4946,79,93,71,51,44,338,68
E4110,46,40,87,98,66,337,68
E8009,60,68,95,48,66,337,68
E3888,62,87,86,42,60,337,68
E9755,86,66,49,56,80,337,68
E3770,48,85,52,52,100,337,68
E3910,48,67,91,79,52,337,68
E4228,90,88,42,43,74,337,68
E3754,57,59,86,64,71,337,68
E9863,55,98,42,57,85,337,68
E5712,55,93,81,51,57,337,68
E6368,50,92,63,49,83,337,68
E6954,88,77,41,48,83,337,68
E6586,65,53,77,94,48,337,68
E2231,53,59,67,60,98,337,68
E2834,73,66,41,58,99,337,68
E9624,71,65,86,44,71,337,68
E7600,51,71,50,88,77,337,68
E4804,91,65,45,89,47,337,68
E0174,83,75,58,61,60,337,68
E0274,80,61,50,55,91,337,68
E6124,60,68,63,68,78,337,68
E7058,82,88,61,49,57,337,68
E0699,48,100,94,44,51,337,68
E7670,56,47,89,76,69,337,68
E7986,96,44,75,43,79,337,68
E3258,71,62,74,49,81,337,68
E6482,46,91,70,68,62,337,68
E3546,72,43,87,77,58,337,68
E3679,56,81,81,67,52,337,68
E4017,63,80,57,51,86,337,68
E0611,99,42,68,79,49,337,68
E8895,65,56,68,89,59,337,68
E6367,64,82,60,47,84,337,68
E9930,57,58,96,42,84,337,68
E5990,74,96,41,61,65,337,68
E3032,95,50,47,73,72,337,68
E9465,93,60,83,49,52,337,68
E9911,71,46,84,55,81,337,68
E3655,41,75,79,96,46,337,68
E5095,69,62,100,45,61,337,68
E1767,82,75,51,56,73,337,68
E3111,78,51,77,59,72,337,68
E6194,53,43,90,78,73,337,68
E5372,71,62,40,65,98,336,68
E3982,47,68,83,72,66,336,68
E0097,42,62,51,88,93,336,68
E4002,67,90,46,46,87,336,68
E6994,65,74,59,48,90,336,68
E1909,89,72,44,79,52,336,68
E6522,68,48,86,43,91,336,68
E8689,49,59,57,81,90,336,68
E3445,75,46,62,53,100,336,68
E9946,44,94,75,48,75,336,68
E4207,54,53,82,69,78,336,68
E3502,72,77,51,58,78,336,68
E9231,63,76,78,61,58,336,68
E2056,97,58,66,62,53,336,68
E2691,55,95,79,62,45,336,68
E5523,85,53,46,66,86,336,68
E7412,69,57,92,47,71,336,68
E8246,66,84,40,65,81,336,68
E2156,52,87,56,57,84,336,68
E8136,41,76,64,93,62,336,68
E1199,56,79,74,70,57,336,68
